Search Term,Year,Author,Title,"Usable? If no, why?",Keystone/Dominant/Other,Sample Date,Location,Evidence,species,Unit to measure abundance,p1,p2,Target of Effect,TargetUnit,t1,t2,cir,cirreversal,ciap_rough__all,ciap_precise__all,ci,ciap,Data Source,Mechanism of Effect,Factor Type: Org/Env/Eco,Proximate Factor,Intermediate Factor,Ultimate Factor,ecosystem type,Ecosystem Size,Size Units,NOTES,Link,Re-checked data,Re-calculate  CI
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2000,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,3.283582,Annual forbs,Density (number of individuals/m^2),0.666667,2,,,-0.06836731042,-0.07510916135,-0.07510916135,-0.07510916135,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2001,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,19.70149,4.776119,Annual forbs,Density (number of individuals/m^2),21.33333,26,,,-0.01321127986,-0.01325433717,-0.01325433717,-0.01325433717,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2002,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,8.059701,3.283582,Annual forbs,Density (number of individuals/m^2),0,1,,,-0.4187500353,,-0.4187500353,#NUM!,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2003,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,10.74627,4.776119,Annual forbs,Density (number of individuals/m^2),4,3.333333,,,0.03045455316,0.03053886858,0.03053886858,0.03053886858,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2004,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,15.22388,8.059701,Annual forbs,Density (number of individuals/m^2),1.333333,3.333333,,,-0.119642876,-0.1278989375,-0.1278989375,-0.1278989375,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2005,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,12.83582,Annual forbs,Density (number of individuals/m^2),8.666667,4.666667,,,0.1182352152,0.1219870563,0.1219870563,0.1219870563,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1998,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,12.83582,1.791045,All plants,Density (number of individuals/m^2),141.5857,136.5331,,,0.003289710595,0.003290072581,0.003290072581,0.003290072581,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,1999,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.31343,2.38806,All plants,Density (number of individuals/m^2),146.9847,205.09,,,-0.02211494275,-0.02231907199,-0.02231907199,-0.02231907199,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2000,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,3.283582,All plants,Density (number of individuals/m^2),144.7946,177.6367,,,-0.01392747471,-0.01397594255,-0.01397594255,-0.01397594255,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2001,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,19.70149,4.776119,All plants,Density (number of individuals/m^2),180.4992,203.2462,,,-0.007943022733,-0.007952345468,-0.007952345468,-0.007952345468,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2002,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,8.059701,3.283582,All plants,Density (number of individuals/m^2),198.5297,188.4448,,,0.01091299874,0.01091547034,0.01091547034,0.01091547034,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2003,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,10.74627,4.776119,All plants,Density (number of individuals/m^2),150.8761,118.034,,,0.04091367443,0.04111893512,0.04111893512,0.04111893512,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2004,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,15.22388,8.059701,All plants,Density (number of individuals/m^2),90.59083,115.854,,,-0.03416232347,-0.0343343995,-0.0343343995,-0.0343343995,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Dominant Species,2009,Munson and Lauenroth,Plant Population and Community Responses to Removal of Dominant Species in the Shortgrass Steppe,Yes,Dominant,2005,Central Plains Experimental Range,Experiment,Bouteloua gracilis,% basal cover,17.91045,12.83582,All plants,Density (number of individuals/m^2),101.0323,90.92699,,,0.02074751652,0.0207667142,0.0207667142,0.0207667142,Web Plot Digitizer,,,,,,Grassland,,,,,TRUE,TRUE
Trophic Cascade,2008,"Kimbro, et. al.",Invasive species cause large-scale loss of native California oyster habitat by disrupting trophic cascades,Yes,Keystone,,"Tomales Bay, California",Experiment,Buccinum undatum,density,8,0,Oyster mortality (proportion),N/A,0.45,0.05,0.1111111111,,,,0.1111111111,0.2746530722,Web Plot Digitizer,Spatial Competition,Eco,Food prefernce,Predation,Resource Availability,estuary,N/A,,,Papers,TRUE,TRUE
Power et al. ,1994,McLaren and Peterson,"Wolves, Moose, and Tree Rings on Isle Royale",Yes,Keystone,1992,Isle Royale West,Comparative Study,Canis lupus,number of individuals,18,46,Alces alces,(n),430,823,,,0.02240337476,0.02318467829,0.02318467829,0.02318467829,Web Plot Digitizer,consumption,,,,,Boreal forest,535.4,km2,,https://www.jstor.org/stable/2885186?seq=1,TRUE,TRUE
Power et al.,1994,McLaren and Peterson,"Wolves, Moose, and Tree Rings on Isle Royale",Yes,Keystone,1992,Isle Royale West,Comparative Study,Canis lupus,number of individuals,18,46,Eight balsam fir trees (West),mean ring width index (mm),0.55,0.5,,,-0.003401360544,-0.003403934993,-0.003403934993,-0.003403934993,Web Plot Digitizer,consumption,,,,,Boreal forest,535.4,km2,,,TRUE,TRUE
Power et al.,1994,McLaren and Peterson,"Wolves, Moose, and Tree Rings on Isle Royale",Yes,Keystone,1992,Isle Royale West,Comparative Study,Canis lupus,number of individuals,18,46,Eight balsam fir trees (East),mean ring width index (mm),0.4467,0.3865,,,-0.005160825732,-0.005169834298,-0.005169834298,-0.005169834298,Web Plot Digitizer,consumption,,,,,Boreal forest,535.4,km2,,,TRUE,TRUE
Power et al.,1994,McLaren and Peterson,"Wolves, Moose, and Tree Rings on Isle Royale",Yes,Keystone,1992,Isle Royale West,Comparative Study,Canis lupus,number of individuals,18,46,Amount of water available to plants during the growing season,mean ring width index (mm),363.23,323.22,,,-0.004163241522,-0.00416796559,-0.00416796559,-0.00416796559,Web Plot Digitizer,consumption,,,,,Boreal forest,535.4,km2,,,TRUE,TRUE
Wilmers et al.,2003,Wilmers et al.,Trophic facilitation by introduced top predators: grey wolf subsidies to scavengers in Yellowstone National Park,Yes,Keystone,1998-2001,Yellowstone National Park,Experiment,Canis lupus,Wolves per kg of Prey,0.01,0.25909,Cervus canadensis,Percentage consumed by wolves,32.146,74.195,,,3.17488965,3.357857547,3.357857547,3.357857547,Web Plot Digitizer,Predation,Eco,Food prefernce,Predation,Density,Temperate,"83,000",ha,,,TRUE,TRUE
Ciechanowski et al.,2011,Ciechanowski et al.,Reintroduction of beavers Castor fiber may improve habitat quality for vespertilionid bats foraging in small river valleys,Yes,Keystone,,,Experiment,Castor fiber,Modified Dams,0,1,P. nathusii,Bat Activity (# of passes),0.04509,0.147,,0.6932653061,,,0.6932653061,1.181772094,Web Plot Digitizer,,Org,,,,River,,,,https://drive.google.com/drive/u/1/folders/1FeH8s32lCmguhwAbGGJXcTpD9ykB5iyk,TRUE,TRUE
Ciechanowski et al.,2011,Ciechanowski et al.,Reintroduction of beavers Castor fiber may improve habitat quality for vespertilionid bats foraging in small river valleys,Yes,Keystone,,,Experiment,Castor fiber,Modified Dams,0,1,P. pipistrellus,Bat Activity (# of passes),0.051176,0.13142,,0.6105919951,,,0.6105919951,0.9431276293,Web Plot Digitizer,,Org,,,,River,,,,,TRUE,TRUE
Ciechanowski et al.,2011,Ciechanowski et al.,Reintroduction of beavers Castor fiber may improve habitat quality for vespertilionid bats foraging in small river valleys,Yes,Keystone,,,Experiment,Castor fiber,Modified Dams,0,1,Nyctalus noctula,Bat Activity (# of passes),0.05905,0.0722,,0.182132964,,,0.182132964,0.2010555033,Web Plot Digitizer,,Org,,,,River,,,,,TRUE,TRUE
Willby castor,2014,Willby et al.,Engineering biodiversity: beavers enrich aquatic plant and beetle assemblages at multiple spatial scales,Yes,Keystone,,,Experiement,Castor fiber,No. of Samples,2.154962105,251.8703445,Number of Plant Species,Mean Number of Species,6.908239274,126.8256188,,,0.007181670178,0.01165366041,0.01165366041,0.01165366041,Web Plot Digitizer,,,,,,Riverine,,,,,FALSE,FALSE
Willby castor,2014,Willby et al.,Engineering biodiversity: beavers enrich aquatic plant and beetle assemblages at multiple spatial scales,Yes,Keystone,,,Experiement,Castor fiber,No. of Sites,0.9955156951,10.03587444,Number of Plant Species,Mean Number of Species,40.54324151,125.0403587,,,0.1128934908,0.1245821644,0.1245821644,0.1245821644,Web Plot Digitizer,,,,,,Riverine,,,,,FALSE,FALSE
Willby castor,2014,Willby et al.,Engineering biodiversity: beavers enrich aquatic plant and beetle assemblages at multiple spatial scales,Yes,Keystone,,,Experiement,Castor fiber,No. of Individuals,3.930131004,328.8209607,Number of Beetle Species,Mean Number of Species,4.59403449,54.1913996,,,0.005193754506,0.007595670236,0.007595670236,0.007595670236,Web Plot Digitizer,,,,,,Riverine,,,,,FALSE,FALSE
Willby castor,2014,Willby et al.,Engineering biodiversity: beavers enrich aquatic plant and beetle assemblages at multiple spatial scales,Yes,Keystone,,,Experiement,Castor fiber,No. of Individuals,28.36538462,330.0480769,Number of Beetle Species,Mean Number of Species,16.51075619,55.86497718,,,0.003604773179,0.004040422701,0.004040422701,0.004040422701,Web Plot Digitizer,,,,,,Riverine,,,,,FALSE,FALSE
"Hale, et. al.",1995,Mittelbach et. al.,"PERTURBATION AND RESILIENCE: A LONG-TERM, WHOLE-LAKE STUDY OF PREDATOR EXTINCTION AND REINTRODUCTION",Yes,Keystone,,"Wintergreen Lake, Michigan ",Experiment,Diplostraca,"Biomass (mg/L)
",0.01398592507,1.55087126,Secchi depth,Distance,1.499876034,4.769302166,,,0.6786556109,0.7527025675,0.7527025675,0.7527025675,web plot digitizer,,Eco,,,,Lake,"small (15 ha), shallow (6.3 m",,,https://drive.google.com/drive/u/1/folders/1uQZSW1ack8CRbtpeA0D482mSu1XAiAF1,TRUE,TRUE
Power et al.,1990,Brown and Heske,Control of a desert-grassland transition by a keystone rodent guild,Yes,Keystone,1977,Chihuahuan Desert,Experiment,Dipodomys,Number of Rodents Captured,20.309,154.63,Aristida adscenscionis,% cover,2.7047,57.372,,,0.01354901224,0.02274078796,0.02274078796,0.02274078796,Web Plot Digitizer,consumption,Env,rainfall,,interaction strength,desert  ,"maximum depth, 2.5 m mean depth),",,Kangaroo rats are keystone only in areas where rainfall does not significantly favor either shrubland or grassland.,https://drive.google.com/drive/u/1/folders/1FeH8s32lCmguhwAbGGJXcTpD9ykB5iyk,TRUE,TRUE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.57,5.52,Acciciu erioloha,New seedlings (No./ha) ,42,149,,,0.3798029994,0.4292463348,0.4292463348,0.4292463348,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.57,5.52,Acciciu erioloha,Seedlings (No./ha),105,141,,,0.09921455147,0.09993204753,0.09993204753,0.09993204753,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.57,5.52,Acciciu erioloha,Shrubs (No./ha),148,138,,,-0.02370510845,-0.0237147758,-0.0237147758,-0.0237147758,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.57,5.52,Acciciu erioloha,All Trees >2m (No./ha),131,169,,,0.08587570621,0.08633945482,0.08633945482,0.08633945482,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),3,6.71,Baikitieu plurijuga,New seedlings (No./ha) ,26,103,,,0.3217785578,0.3710599596,0.3710599596,0.3710599596,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),3,6.71,Baikitieu plurijuga,Seedlings (No./ha),176,347,,,0.1762586776,0.1829759528,0.1829759528,0.1829759528,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),3,6.71,Baikitieu plurijuga,Shrubs (No./ha),498,629,,,0.06266188651,0.06294640962,0.06294640962,0.06294640962,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),3,6.71,Baikitieu plurijuga,All Trees >2m (No./ha),371,208,,,-0.1517627287,-0.1559741194,-0.1559741194,-0.1559741194,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.95,5.45,Colophospermum nioptirie,New seedlings (No./ha) ,312,896,,,0.3867549669,0.4219748901,0.4219748901,0.4219748901,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.95,5.45,Colophospermum nioptirie,Seedlings (No./ha),648,830,,,0.09851150203,0.09901400178,0.09901400178,0.09901400178,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.95,5.45,Colophospermum nioptirie,Shrubs (No./ha),1629,1140,,,-0.1412784399,-0.1427752269,-0.1427752269,-0.1427752269,,,,,,,Desert,,,,,FALSE,FALSE
Elephant Abundance,1998,"EL BEN-SHAHAR, et. al.","ELEPHANT DENSITY AND IMPACT ON KALAHARI WOODLAND HABITATS 
",Yes,Keystone,,,Experiment,Elephantidae,density (no./km^2),2.95,5.45,Colophospermum nioptirie,All Trees >2m (No./ha),282,377,,,0.1153262519,0.1161352466,0.1161352466,0.1161352466,,,,,,,Desert,,,,,FALSE,FALSE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"0 Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,6.3,0,Grasses,Biomass (g 0.25m^2),46.19,30.8,0.05288714317,,,,0.05288714317,0.06432518007,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"30 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,20.1,0,Grasses,Biomass (g 0.25m^2),111.41,45.64,0.02937024776,,,,0.02937024776,0.0443996301,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"60 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,82.6,0,Grasses,Biomass (g 0.25m^2),162.9,66.58,0.007158389778,,,,0.007158389778,0.01083210997,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"120 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,99.8,0,Grasses,Biomass (g 0.25m^2),189.96,5.09,0.009751551956,,,,0.009751551956,0.03626789272,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"0 Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,6.3,0,Sedge,Biomass (g 0.25m^2),26.46,24.17,0.01373741737,,,,0.01373741737,0.01436856571,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"30 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,20.1,0,Sedge,Biomass (g 0.25m^2),3.54,4.38,-0.01180537988,,,,-0.01180537988,-0.01059313419,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"60 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,82.6,0,Sedge,Biomass (g 0.25m^2),0.83,2.71,-0.02742203682,,,,-0.02742203682,-0.0143254021,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"0 Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,6.3,0,Forbs,Biomass (g 0.25m^2),29.77,42.37,-0.06718172657,,,,-0.06718172657,-0.05602212534,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"30 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,20.1,0,Forbs,Biomass (g 0.25m^2),30.53,63.36,-0.05349929032,,,,-0.05349929032,-0.03632452442,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"60 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,82.6,0,Forbs,Biomass (g 0.25m^2),14.12,43.89,-0.02552490243,,,,-0.02552490243,-0.01372995486,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"120 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,99.8,0,Forbs,Biomass (g 0.25m^2),1.91,35.88,-0.1782098228,,,,-0.1782098228,-0.02938954705,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"0 Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,6.3,0,Legumes,Biomass (g 0.25m^2),5.41,5.67,-0.007628436464,,,,-0.007628436464,-0.0074507976,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2015,Li et al.,Short-Term Responses of an Alpine Meadow Community to Removal of a Dominant Species along a Fertilization Gradient,Yes,Dominant,September 2011,"30 g Fertilizer Plot, Lanzhou University Research Station, Gansu China",Experiment,Elymus nutans,%cover,20.1,0,Legumes,Biomass (g 0.25m^2),0.32,0.51,-0.029539801,,,,-0.029539801,-0.02318854378,Web Plot Digitizer,Spatial competition,Eco,Fertilization Rate,Dispersal,Density,Temperate,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Summer 2000,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,19,0,Other ants,Presence/absence count,57,40,0.01569713758,,,,0.01569713758,0.01864062177,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Autumn 2000,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,20,0,Other ants,Presence/absence count,64,40,0.01875,,,,0.01875,0.02350018146,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Autumn 2001,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,20,5,Other ants,Presence/absence count,40,51,,,-0.01611721612,-0.01619641191,-0.01619641191,-0.01619641191,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Winter 2001,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,17,0,Other ants,Presence/absence count,21,51,-0.08403361345,,,,-0.08403361345,-0.05219430559,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Spring 2002,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,20,2,Other ants,Presence/absence count,23,18,,,0.0135501355,0.01361791434,0.01361791434,0.01361791434,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Dominant Species,2004,Gibb and Hochuli,Removal Experiment Reveals Limited Effects of a Behaviorally Dominant Species on Ant Assemblages,Yes,Dominant,Summer 2002,Marramarra National Park,Experiment,Iridomyrmex purpureus,presence/absence count,20,4,Other ants,Presence/absence count,29,40,,,-0.01992753623,-0.02009897651,-0.02009897651,-0.02009897651,Web Plot Digitizer,,,,,,Sandstone outcrops,,,,,TRUE,TRUE
Power et al.,1978,Lubchenco,Plant Species Diversity in a Marine Intertidal Community: Importance of Herbivore Preference and Algal Competitive Abilities,Yes,Keystone,1974,Nahant,Experiment,Littorina littorea,density (no./m^2),0,1,green algae,% cover,100,27,,,-1.149606299,-1.30933332,-1.30933332,-1.30933332,Web Plot Digitizer,consumption,Org,food preference,predation,density,Tide pools,,,"The context dependence of this species is in the fact that in more exposed areas, the dominant algae are practically inedible to Littorina littorea, so Littorina littorea has little effect on those areas. This wasn’t part of the experiment rather a fact cited by Lubchenco.",,TRUE,TRUE
Power et al.,1978,Lubchenco,Plant Species Diversity in a Marine Intertidal Community: Importance of Herbivore Preference and Algal Competitive Abilities,Yes,Keystone,1974,Nahant,Experiment,Littorina littorea,density (no./m^2),5,0,green algae,% cover,0,100,,,-0.4,-0.4,-0.4,#NUM!,Web Plot Digitizer,consumption,Org,food preference,predation,density,Tide pools,,,,,TRUE,TRUE
Power et al.,1990,Dublin et al.,Elephants and fire as causes of multiple stable states in the Serengeti-Mara woodlands,Maybe,Keystone,1960s and 1980s,Mara Reserve,Comparative study ,Loxodonta africana,% of Elephant Poplulation,0,100,trees,ln (recruitment rate),2.05,-0.14,,0.1564285714,,,0.1564285714,#NUM!,Article,consumption,Env,tree abundance,,interaction strength,Savanna,1500 km^2,,"The context dependence is rooted in the alternate stable states of savanna and woodland. Elephants maintain the low tree cover of savannas by browsing, but cannot turn woodland into savanna, making them environmental constructors in the former but not the latter.",,TRUE,TRUE
largemouth bass abundance,2002,"Maezono, et. al.",Community-level impacts induced by introduced largemouth bass and bluegill in farm ponds in Japan,Yes,Keystone,,Japan,Experiment,Micropterus salmoides,Mean number of Micropterus salmoides,0,11.96231137,"Community Impacts (bullfrog, odonates, chironomids, chaoborids, Oligochaetes, topmouth gudgeon, goby, shrimp)",DCA Species Score,190.9090909,7.177033493,,-2.140054643,,,-2.140054643,-0.2742706751,,,,,,,Freshwater lakes,,,,,TRUE,TRUE
